totalScore,fatigueLevel,totalTime,averageResponseTime,totalQuestions,questions,__v,id,createdAt.$date
24,Moderate Fatigue,55750,6968.75,8,"[{'questionIndex': 0, 'finalSelectedScore': 2, 'totalTimeSpent': 5820, 'clickEvents': [{'score': 2, 'timestamp': 3548, '_id': {'$oid': '699dab22d33964d246f6e2a8'}}, {'score': 2, 'timestamp': 3770, '_id': {'$oid': '699dab22d33964d246f6e2a9'}}, {'score': 2, 'timestamp': 3770, '_id': {'$oid': '699dab22d33964d246f6e2aa'}}], '_id': {'$oid': '699dab22d33964d246f6e2a7'}}, {'questionIndex': 1, 'finalSelectedScore': 4, 'totalTimeSpent': 7252, 'clickEvents': [{'score': 4, 'timestamp': 5788, '_id': {'$oid': '699dab22d33964d246f6e2ac'}}], '_id': {'$oid': '699dab22d33964d246f6e2ab'}}, {'questionIndex': 2, 'finalSelectedScore': 2, 'totalTimeSpent': 6016, 'clickEvents': [{'score': 2, 'timestamp': 3306, '_id': {'$oid': '699dab22d33964d246f6e2ae'}}], '_id': {'$oid': '699dab22d33964d246f6e2ad'}}, {'questionIndex': 3, 'finalSelectedScore': 2, 'totalTimeSpent': 9931, 'clickEvents': [{'score': 2, 'timestamp': 6487, '_id': {'$oid': '699dab22d33964d246f6e2b0'}}], '_id': {'$oid': '699dab22d33964d246f6e2af'}}, {'questionIndex': 4, 'finalSelectedScore': 4, 'totalTimeSpent': 7503, 'clickEvents': [{'score': 4, 'timestamp': 5094, '_id': {'$oid': '699dab22d33964d246f6e2b2'}}], '_id': {'$oid': '699dab22d33964d246f6e2b1'}}, {'questionIndex': 5, 'finalSelectedScore': 2, 'totalTimeSpent': 7418, 'clickEvents': [{'score': 2, 'timestamp': 6080, '_id': {'$oid': '699dab22d33964d246f6e2b4'}}], '_id': {'$oid': '699dab22d33964d246f6e2b3'}}, {'questionIndex': 6, 'finalSelectedScore': 4, 'totalTimeSpent': 4496, 'clickEvents': [{'score': 4, 'timestamp': 2854, '_id': {'$oid': '699dab22d33964d246f6e2b6'}}], '_id': {'$oid': '699dab22d33964d246f6e2b5'}}, {'questionIndex': 7, 'finalSelectedScore': 4, 'totalTimeSpent': 7314, 'clickEvents': [{'score': 4, 'timestamp': 5524, '_id': {'$oid': '699dab22d33964d246f6e2b8'}}, {'score': 4, 'timestamp': 5740, '_id': {'$oid': '699dab22d33964d246f6e2b9'}}, {'score': 4, 'timestamp': 5740, '_id': {'$oid': '699dab22d33964d246f6e2ba'}}], '_id': {'$oid': '699dab22d33964d246f6e2b7'}}]",0,699dab22d33964d246f6e2a6,2026-02-24T13:44:02.481Z
11,High Fatigue,120017,15002.125,8,"[{'questionIndex': 0, 'finalSelectedScore': 1, 'totalTimeSpent': 15168, 'clickEvents': [{'score': 1, 'timestamp': 13433, '_id': {'$oid': '699dab9fd33964d246f6e2be'}}], '_id': {'$oid': '699dab9fd33964d246f6e2bd'}}, {'questionIndex': 1, 'finalSelectedScore': 2, 'totalTimeSpent': 29031, 'clickEvents': [{'score': 4, 'timestamp': 24379, '_id': {'$oid': '699dab9fd33964d246f6e2c0'}}, {'score': 2, 'timestamp': 25724, '_id': {'$oid': '699dab9fd33964d246f6e2c1'}}, {'score': 2, 'timestamp': 25724, '_id': {'$oid': '699dab9fd33964d246f6e2c2'}}], '_id': {'$oid': '699dab9fd33964d246f6e2bf'}}, {'questionIndex': 2, 'finalSelectedScore': 1, 'totalTimeSpent': 5464, 'clickEvents': [{'score': 1, 'timestamp': 4211, '_id': {'$oid': '699dab9fd33964d246f6e2c4'}}], '_id': {'$oid': '699dab9fd33964d246f6e2c3'}}, {'questionIndex': 3, 'finalSelectedScore': 1, 'totalTimeSpent': 19311, 'clickEvents': [{'score': 1, 'timestamp': 17427, '_id': {'$oid': '699dab9fd33964d246f6e2c6'}}], '_id': {'$oid': '699dab9fd33964d246f6e2c5'}}, {'questionIndex': 4, 'finalSelectedScore': 2, 'totalTimeSpent': 10000, 'clickEvents': [{'score': 2, 'timestamp': 8148, '_id': {'$oid': '699dab9fd33964d246f6e2c8'}}], '_id': {'$oid': '699dab9fd33964d246f6e2c7'}}, {'questionIndex': 5, 'finalSelectedScore': 1, 'totalTimeSpent': 10122, 'clickEvents': [{'score': 1, 'timestamp': 6212, '_id': {'$oid': '699dab9fd33964d246f6e2ca'}}], '_id': {'$oid': '699dab9fd33964d246f6e2c9'}}, {'questionIndex': 6, 'finalSelectedScore': 1, 'totalTimeSpent': 15442, 'clickEvents': [{'score': 1, 'timestamp': 12983, '_id': {'$oid': '699dab9fd33964d246f6e2cc'}}], '_id': {'$oid': '699dab9fd33964d246f6e2cb'}}, {'questionIndex': 7, 'finalSelectedScore': 2, 'totalTimeSpent': 15479, 'clickEvents': [{'score': 2, 'timestamp': 11613, '_id': {'$oid': '699dab9fd33964d246f6e2ce'}}], '_id': {'$oid': '699dab9fd33964d246f6e2cd'}}]",0,699dab9fd33964d246f6e2bc,2026-02-24T13:46:07.082Z
20,Moderate Fatigue,100088,12511.0,8,"[{'questionIndex': 0, 'finalSelectedScore': 3, 'totalTimeSpent': 7189, 'clickEvents': [{'score': 4, 'timestamp': 2799, '_id': {'$oid': '699dad4bd33964d246f6e2d2'}}, {'score': 3, 'timestamp': 4030, '_id': {'$oid': '699dad4bd33964d246f6e2d3'}}, {'score': 3, 'timestamp': 4030, '_id': {'$oid': '699dad4bd33964d246f6e2d4'}}], '_id': {'$oid': '699dad4bd33964d246f6e2d1'}}, {'questionIndex': 1, 'finalSelectedScore': 3, 'totalTimeSpent': 8376, 'clickEvents': [{'score': 2, 'timestamp': 1800, '_id': {'$oid': '699dad4bd33964d246f6e2d6'}}, {'score': 3, 'timestamp': 6107, '_id': {'$oid': '699dad4bd33964d246f6e2d7'}}, {'score': 3, 'timestamp': 6107, '_id': {'$oid': '699dad4bd33964d246f6e2d8'}}], '_id': {'$oid': '699dad4bd33964d246f6e2d5'}}, {'questionIndex': 2, 'finalSelectedScore': 2, 'totalTimeSpent': 13208, 'clickEvents': [{'score': 2, 'timestamp': 6657, '_id': {'$oid': '699dad4bd33964d246f6e2da'}}, {'score': 1, 'timestamp': 10781, '_id': {'$oid': '699dad4bd33964d246f6e2db'}}, {'score': 1, 'timestamp': 10781, '_id': {'$oid': '699dad4bd33964d246f6e2dc'}}, {'score': 2, 'timestamp': 12061, '_id': {'$oid': '699dad4bd33964d246f6e2dd'}}, {'score': 2, 'timestamp': 12061, '_id': {'$oid': '699dad4bd33964d246f6e2de'}}], '_id': {'$oid': '699dad4bd33964d246f6e2d9'}}, {'questionIndex': 3, 'finalSelectedScore': 1, 'totalTimeSpent': 39370, 'clickEvents': [{'score': 1, 'timestamp': 5029, '_id': {'$oid': '699dad4bd33964d246f6e2e0'}}], '_id': {'$oid': '699dad4bd33964d246f6e2df'}}, {'questionIndex': 4, 'finalSelectedScore': 3, 'totalTimeSpent': 4339, 'clickEvents': [{'score': 3, 'timestamp': 2557, '_id': {'$oid': '699dad4bd33964d246f6e2e2'}}], '_id': {'$oid': '699dad4bd33964d246f6e2e1'}}, {'questionIndex': 5, 'finalSelectedScore': 2, 'totalTimeSpent': 14760, 'clickEvents': [{'score': 2, 'timestamp': 3485, '_id': {'$oid': '699dad4bd33964d246f6e2e4'}}, {'score': 1, 'timestamp': 5311, '_id': {'$oid': '699dad4bd33964d246f6e2e5'}}, {'score': 1, 'timestamp': 5311, '_id': {'$oid': '699dad4bd33964d246f6e2e6'}}, {'score': 3, 'timestamp': 7906, '_id': {'$oid': '699dad4bd33964d246f6e2e7'}}, {'score': 3, 'timestamp': 7906, '_id': {'$oid': '699dad4bd33964d246f6e2e8'}}, {'score': 2, 'timestamp': 12088, '_id': {'$oid': '699dad4bd33964d246f6e2e9'}}, {'score': 2, 'timestamp': 12088, '_id': {'$oid': '699dad4bd33964d246f6e2ea'}}], '_id': {'$oid': '699dad4bd33964d246f6e2e3'}}, {'questionIndex': 6, 'finalSelectedScore': 3, 'totalTimeSpent': 8328, 'clickEvents': [{'score': 2, 'timestamp': 4152, '_id': {'$oid': '699dad4bd33964d246f6e2ec'}}, {'score': 3, 'timestamp': 7093, '_id': {'$oid': '699dad4bd33964d246f6e2ed'}}, {'score': 3, 'timestamp': 7093, '_id': {'$oid': '699dad4bd33964d246f6e2ee'}}], '_id': {'$oid': '699dad4bd33964d246f6e2eb'}}, {'questionIndex': 7, 'finalSelectedScore': 3, 'totalTimeSpent': 4518, 'clickEvents': [{'score': 3, 'timestamp': 3406, '_id': {'$oid': '699dad4bd33964d246f6e2f0'}}], '_id': {'$oid': '699dad4bd33964d246f6e2ef'}}]",0,699dad4bd33964d246f6e2d0,2026-02-24T13:53:15.175Z
24,Moderate Fatigue,26358,3294.75,8,"[{'questionIndex': 0, 'finalSelectedScore': 3, 'totalTimeSpent': 7845, 'clickEvents': [{'score': 3, 'timestamp': 3673, '_id': {'$oid': '699dae4bd33964d246f6e2f4'}}], '_id': {'$oid': '699dae4bd33964d246f6e2f3'}}, {'questionIndex': 1, 'finalSelectedScore': 3, 'totalTimeSpent': 3202, 'clickEvents': [{'score': 3, 'timestamp': 1589, '_id': {'$oid': '699dae4bd33964d246f6e2f6'}}], '_id': {'$oid': '699dae4bd33964d246f6e2f5'}}, {'questionIndex': 2, 'finalSelectedScore': 3, 'totalTimeSpent': 2468, 'clickEvents': [{'score': 3, 'timestamp': 1247, '_id': {'$oid': '699dae4bd33964d246f6e2f8'}}], '_id': {'$oid': '699dae4bd33964d246f6e2f7'}}, {'questionIndex': 3, 'finalSelectedScore': 3, 'totalTimeSpent': 3196, 'clickEvents': [{'score': 3, 'timestamp': 1905, '_id': {'$oid': '699dae4bd33964d246f6e2fa'}}], '_id': {'$oid': '699dae4bd33964d246f6e2f9'}}, {'questionIndex': 4, 'finalSelectedScore': 3, 'totalTimeSpent': 2222, 'clickEvents': [{'score': 3, 'timestamp': 1141, '_id': {'$oid': '699dae4bd33964d246f6e2fc'}}], '_id': {'$oid': '699dae4bd33964d246f6e2fb'}}, {'questionIndex': 5, 'finalSelectedScore': 3, 'totalTimeSpent': 2240, 'clickEvents': [{'score': 3, 'timestamp': 1252, '_id': {'$oid': '699dae4bd33964d246f6e2fe'}}], '_id': {'$oid': '699dae4bd33964d246f6e2fd'}}, {'questionIndex': 6, 'finalSelectedScore': 3, 'totalTimeSpent': 2365, 'clickEvents': [{'score': 3, 'timestamp': 1258, '_id': {'$oid': '699dae4bd33964d246f6e300'}}], '_id': {'$oid': '699dae4bd33964d246f6e2ff'}}, {'questionIndex': 7, 'finalSelectedScore': 3, 'totalTimeSpent': 2819, 'clickEvents': [{'score': 3, 'timestamp': 1614, '_id': {'$oid': '699dae4bd33964d246f6e302'}}], '_id': {'$oid': '699dae4bd33964d246f6e301'}}]",0,699dae4bd33964d246f6e2f2,2026-02-24T13:57:31.917Z
18,High Fatigue,73917,9239.625,8,"[{'questionIndex': 0, 'finalSelectedScore': 5, 'totalTimeSpent': 18192, 'clickEvents': [{'score': 5, 'timestamp': 8705, '_id': {'$oid': '699db095d33964d246f6e306'}}], '_id': {'$oid': '699db095d33964d246f6e305'}}, {'questionIndex': 1, 'finalSelectedScore': 1, 'totalTimeSpent': 8104, 'clickEvents': [{'score': 1, 'timestamp': 6425, '_id': {'$oid': '699db095d33964d246f6e308'}}], '_id': {'$oid': '699db095d33964d246f6e307'}}, {'questionIndex': 2, 'finalSelectedScore': 1, 'totalTimeSpent': 7082, 'clickEvents': [{'score': 1, 'timestamp': 5597, '_id': {'$oid': '699db095d33964d246f6e30a'}}], '_id': {'$oid': '699db095d33964d246f6e309'}}, {'questionIndex': 3, 'finalSelectedScore': 1, 'totalTimeSpent': 8775, 'clickEvents': [{'score': 1, 'timestamp': 7536, '_id': {'$oid': '699db095d33964d246f6e30c'}}], '_id': {'$oid': '699db095d33964d246f6e30b'}}, {'questionIndex': 4, 'finalSelectedScore': 4, 'totalTimeSpent': 7583, 'clickEvents': [{'score': 4, 'timestamp': 6068, '_id': {'$oid': '699db095d33964d246f6e30e'}}], '_id': {'$oid': '699db095d33964d246f6e30d'}}, {'questionIndex': 5, 'finalSelectedScore': 3, 'totalTimeSpent': 9514, 'clickEvents': [{'score': 3, 'timestamp': 7228, '_id': {'$oid': '699db095d33964d246f6e310'}}], '_id': {'$oid': '699db095d33964d246f6e30f'}}, {'questionIndex': 6, 'finalSelectedScore': 1, 'totalTimeSpent': 8953, 'clickEvents': [{'score': 1, 'timestamp': 7685, '_id': {'$oid': '699db095d33964d246f6e312'}}], '_id': {'$oid': '699db095d33964d246f6e311'}}, {'questionIndex': 7, 'finalSelectedScore': 2, 'totalTimeSpent': 5714, 'clickEvents': [{'score': 2, 'timestamp': 3863, '_id': {'$oid': '699db095d33964d246f6e314'}}], '_id': {'$oid': '699db095d33964d246f6e313'}}]",0,699db095d33964d246f6e304,2026-02-24T14:07:17.815Z
35,Low Fatigue,23018,2877.25,8,"[{'questionIndex': 0, 'finalSelectedScore': 4, 'totalTimeSpent': 2745, 'clickEvents': [{'score': 4, 'timestamp': 1691, '_id': {'$oid': '699f063e5708d297d23cc8e1'}}], '_id': {'$oid': '699f063e5708d297d23cc8e0'}}, {'questionIndex': 1, 'finalSelectedScore': 5, 'totalTimeSpent': 3057, 'clickEvents': [{'score': 5, 'timestamp': 1125, '_id': {'$oid': '699f063e5708d297d23cc8e3'}}], '_id': {'$oid': '699f063e5708d297d23cc8e2'}}, {'questionIndex': 2, 'finalSelectedScore': 4, 'totalTimeSpent': 2436, 'clickEvents': [{'score': 4, 'timestamp': 1356, '_id': {'$oid': '699f063e5708d297d23cc8e5'}}], '_id': {'$oid': '699f063e5708d297d23cc8e4'}}, {'questionIndex': 3, 'finalSelectedScore': 4, 'totalTimeSpent': 3152, 'clickEvents': [{'score': 4, 'timestamp': 1914, '_id': {'$oid': '699f063e5708d297d23cc8e7'}}], '_id': {'$oid': '699f063e5708d297d23cc8e6'}}, {'questionIndex': 4, 'finalSelectedScore': 5, 'totalTimeSpent': 2601, 'clickEvents': [{'score': 5, 'timestamp': 1630, '_id': {'$oid': '699f063e5708d297d23cc8e9'}}], '_id': {'$oid': '699f063e5708d297d23cc8e8'}}, {'questionIndex': 5, 'finalSelectedScore': 4, 'totalTimeSpent': 2437, 'clickEvents': [{'score': 4, 'timestamp': 1109, '_id': {'$oid': '699f063e5708d297d23cc8eb'}}], '_id': {'$oid': '699f063e5708d297d23cc8ea'}}, {'questionIndex': 6, 'finalSelectedScore': 4, 'totalTimeSpent': 2724, 'clickEvents': [{'score': 4, 'timestamp': 1517, '_id': {'$oid': '699f063e5708d297d23cc8ed'}}], '_id': {'$oid': '699f063e5708d297d23cc8ec'}}, {'questionIndex': 7, 'finalSelectedScore': 5, 'totalTimeSpent': 3865, 'clickEvents': [{'score': 4, 'timestamp': 1454, '_id': {'$oid': '699f063e5708d297d23cc8ef'}}, {'score': 5, 'timestamp': 2880, '_id': {'$oid': '699f063e5708d297d23cc8f0'}}, {'score': 5, 'timestamp': 2880, '_id': {'$oid': '699f063e5708d297d23cc8f1'}}], '_id': {'$oid': '699f063e5708d297d23cc8ee'}}]",0,699f063e5708d297d23cc8df,2026-02-25T14:25:02.887Z
23,Moderate Fatigue,61381,7672.625,8,"[{'questionIndex': 0, 'finalSelectedScore': 3, 'totalTimeSpent': 8121, 'clickEvents': [{'score': 2, 'timestamp': 1214, '_id': {'$oid': '699f067f5708d297d23cc8f5'}}, {'score': 3, 'timestamp': 6445, '_id': {'$oid': '699f067f5708d297d23cc8f6'}}, {'score': 3, 'timestamp': 6445, '_id': {'$oid': '699f067f5708d297d23cc8f7'}}], '_id': {'$oid': '699f067f5708d297d23cc8f4'}}, {'questionIndex': 1, 'finalSelectedScore': 3, 'totalTimeSpent': 9018, 'clickEvents': [{'score': 3, 'timestamp': 6643, '_id': {'$oid': '699f067f5708d297d23cc8f9'}}], '_id': {'$oid': '699f067f5708d297d23cc8f8'}}, {'questionIndex': 2, 'finalSelectedScore': 2, 'totalTimeSpent': 6564, 'clickEvents': [{'score': 2, 'timestamp': 5380, '_id': {'$oid': '699f067f5708d297d23cc8fb'}}], '_id': {'$oid': '699f067f5708d297d23cc8fa'}}, {'questionIndex': 3, 'finalSelectedScore': 3, 'totalTimeSpent': 4170, 'clickEvents': [{'score': 3, 'timestamp': 3093, '_id': {'$oid': '699f067f5708d297d23cc8fd'}}], '_id': {'$oid': '699f067f5708d297d23cc8fc'}}, {'questionIndex': 4, 'finalSelectedScore': 4, 'totalTimeSpent': 7161, 'clickEvents': [{'score': 2, 'timestamp': 2088, '_id': {'$oid': '699f067f5708d297d23cc8ff'}}, {'score': 4, 'timestamp': 4613, '_id': {'$oid': '699f067f5708d297d23cc900'}}, {'score': 4, 'timestamp': 4613, '_id': {'$oid': '699f067f5708d297d23cc901'}}], '_id': {'$oid': '699f067f5708d297d23cc8fe'}}, {'questionIndex': 5, 'finalSelectedScore': 1, 'totalTimeSpent': 12237, 'clickEvents': [{'score': 3, 'timestamp': 6820, '_id': {'$oid': '699f067f5708d297d23cc903'}}, {'score': 2, 'timestamp': 8313, '_id': {'$oid': '699f067f5708d297d23cc904'}}, {'score': 2, 'timestamp': 8313, '_id': {'$oid': '699f067f5708d297d23cc905'}}, {'score': 3, 'timestamp': 9894, '_id': {'$oid': '699f067f5708d297d23cc906'}}, {'score': 3, 'timestamp': 9894, '_id': {'$oid': '699f067f5708d297d23cc907'}}, {'score': 1, 'timestamp': 10926, '_id': {'$oid': '699f067f5708d297d23cc908'}}, {'score': 1, 'timestamp': 10926, '_id': {'$oid': '699f067f5708d297d23cc909'}}], '_id': {'$oid': '699f067f5708d297d23cc902'}}, {'questionIndex': 6, 'finalSelectedScore': 3, 'totalTimeSpent': 4955, 'clickEvents': [{'score': 3, 'timestamp': 3643, '_id': {'$oid': '699f067f5708d297d23cc90b'}}], '_id': {'$oid': '699f067f5708d297d23cc90a'}}, {'questionIndex': 7, 'finalSelectedScore': 4, 'totalTimeSpent': 9154, 'clickEvents': [{'score': 4, 'timestamp': 7829, '_id': {'$oid': '699f067f5708d297d23cc90d'}}], '_id': {'$oid': '699f067f5708d297d23cc90c'}}]",0,699f067f5708d297d23cc8f3,2026-02-25T14:26:07.900Z
22,Moderate Fatigue,83169,10396.125,8,"[{'questionIndex': 0, 'finalSelectedScore': 1, 'totalTimeSpent': 13948, 'clickEvents': [{'score': 1, 'timestamp': 11755, '_id': {'$oid': '699f06df5708d297d23cc911'}}], '_id': {'$oid': '699f06df5708d297d23cc910'}}, {'questionIndex': 1, 'finalSelectedScore': 4, 'totalTimeSpent': 8268, 'clickEvents': [{'score': 4, 'timestamp': 5456, '_id': {'$oid': '699f06df5708d297d23cc913'}}], '_id': {'$oid': '699f06df5708d297d23cc912'}}, {'questionIndex': 2, 'finalSelectedScore': 1, 'totalTimeSpent': 8753, 'clickEvents': [{'score': 1, 'timestamp': 6317, '_id': {'$oid': '699f06df5708d297d23cc915'}}], '_id': {'$oid': '699f06df5708d297d23cc914'}}, {'questionIndex': 3, 'finalSelectedScore': 4, 'totalTimeSpent': 11572, 'clickEvents': [{'score': 4, 'timestamp': 8180, '_id': {'$oid': '699f06df5708d297d23cc917'}}], '_id': {'$oid': '699f06df5708d297d23cc916'}}, {'questionIndex': 4, 'finalSelectedScore': 2, 'totalTimeSpent': 8119, 'clickEvents': [{'score': 2, 'timestamp': 6221, '_id': {'$oid': '699f06df5708d297d23cc919'}}], '_id': {'$oid': '699f06df5708d297d23cc918'}}, {'questionIndex': 5, 'finalSelectedScore': 4, 'totalTimeSpent': 10994, 'clickEvents': [{'score': 4, 'timestamp': 4939, '_id': {'$oid': '699f06df5708d297d23cc91b'}}, {'score': 5, 'timestamp': 6887, '_id': {'$oid': '699f06df5708d297d23cc91c'}}, {'score': 5, 'timestamp': 6887, '_id': {'$oid': '699f06df5708d297d23cc91d'}}, {'score': 4, 'timestamp': 9025, '_id': {'$oid': '699f06df5708d297d23cc91e'}}, {'score': 4, 'timestamp': 9025, '_id': {'$oid': '699f06df5708d297d23cc91f'}}], '_id': {'$oid': '699f06df5708d297d23cc91a'}}, {'questionIndex': 6, 'finalSelectedScore': 2, 'totalTimeSpent': 9479, 'clickEvents': [{'score': 2, 'timestamp': 6359, '_id': {'$oid': '699f06df5708d297d23cc921'}}], '_id': {'$oid': '699f06df5708d297d23cc920'}}, {'questionIndex': 7, 'finalSelectedScore': 4, 'totalTimeSpent': 12036, 'clickEvents': [{'score': 4, 'timestamp': 5997, '_id': {'$oid': '699f06df5708d297d23cc923'}}, {'score': 4, 'timestamp': 6574, '_id': {'$oid': '699f06df5708d297d23cc924'}}, {'score': 4, 'timestamp': 6574, '_id': {'$oid': '699f06df5708d297d23cc925'}}], '_id': {'$oid': '699f06df5708d297d23cc922'}}]",0,699f06df5708d297d23cc90f,2026-02-25T14:27:43.083Z
11,High Fatigue,400204,50025.5,8,"[{'questionIndex': 0, 'finalSelectedScore': 2, 'totalTimeSpent': 16998, 'clickEvents': [{'score': 2, 'timestamp': 15016, '_id': {'$oid': '699f08ed5708d297d23cc929'}}], '_id': {'$oid': '699f08ed5708d297d23cc928'}}, {'questionIndex': 1, 'finalSelectedScore': 1, 'totalTimeSpent': 5616, 'clickEvents': [{'score': 1, 'timestamp': 3686, '_id': {'$oid': '699f08ed5708d297d23cc92b'}}], '_id': {'$oid': '699f08ed5708d297d23cc92a'}}, {'questionIndex': 2, 'finalSelectedScore': 1, 'totalTimeSpent': 94476, 'clickEvents': [{'score': 2, 'timestamp': 90440, '_id': {'$oid': '699f08ed5708d297d23cc92d'}}, {'score': 1, 'timestamp': 93192, '_id': {'$oid': '699f08ed5708d297d23cc92e'}}, {'score': 1, 'timestamp': 93192, '_id': {'$oid': '699f08ed5708d297d23cc92f'}}], '_id': {'$oid': '699f08ed5708d297d23cc92c'}}, {'questionIndex': 3, 'finalSelectedScore': 2, 'totalTimeSpent': 33736, 'clickEvents': [{'score': 2, 'timestamp': 32413, '_id': {'$oid': '699f08ed5708d297d23cc931'}}], '_id': {'$oid': '699f08ed5708d297d23cc930'}}, {'questionIndex': 4, 'finalSelectedScore': 1, 'totalTimeSpent': 64487, 'clickEvents': [{'score': 1, 'timestamp': 62907, '_id': {'$oid': '699f08ed5708d297d23cc933'}}], '_id': {'$oid': '699f08ed5708d297d23cc932'}}, {'questionIndex': 5, 'finalSelectedScore': 1, 'totalTimeSpent': 93633, 'clickEvents': [{'score': 2, 'timestamp': 91102, '_id': {'$oid': '699f08ed5708d297d23cc935'}}, {'score': 1, 'timestamp': 92419, '_id': {'$oid': '699f08ed5708d297d23cc936'}}, {'score': 1, 'timestamp': 92419, '_id': {'$oid': '699f08ed5708d297d23cc937'}}], '_id': {'$oid': '699f08ed5708d297d23cc934'}}, {'questionIndex': 6, 'finalSelectedScore': 2, 'totalTimeSpent': 82821, 'clickEvents': [{'score': 3, 'timestamp': 79082, '_id': {'$oid': '699f08ed5708d297d23cc939'}}, {'score': 2, 'timestamp': 80873, '_id': {'$oid': '699f08ed5708d297d23cc93a'}}, {'score': 2, 'timestamp': 80873, '_id': {'$oid': '699f08ed5708d297d23cc93b'}}], '_id': {'$oid': '699f08ed5708d297d23cc938'}}, {'questionIndex': 7, 'finalSelectedScore': 1, 'totalTimeSpent': 8435, 'clickEvents': [{'score': 1, 'timestamp': 6423, '_id': {'$oid': '699f08ed5708d297d23cc93d'}}], '_id': {'$oid': '699f08ed5708d297d23cc93c'}}]",0,699f08ed5708d297d23cc927,2026-02-25T14:36:29.743Z
24,Moderate Fatigue,22476,2809.5,8,"[{'questionIndex': 0, 'finalSelectedScore': 3, 'totalTimeSpent': 4161, 'clickEvents': [{'score': 3, 'timestamp': 2962, '_id': {'$oid': '699f09235708d297d23cc941'}}], '_id': {'$oid': '699f09235708d297d23cc940'}}, {'questionIndex': 1, 'finalSelectedScore': 3, 'totalTimeSpent': 3482, 'clickEvents': [{'score': 3, 'timestamp': 1719, '_id': {'$oid': '699f09235708d297d23cc943'}}], '_id': {'$oid': '699f09235708d297d23cc942'}}, {'questionIndex': 2, 'finalSelectedScore': 3, 'totalTimeSpent': 2372, 'clickEvents': [{'score': 3, 'timestamp': 1341, '_id': {'$oid': '699f09235708d297d23cc945'}}], '_id': {'$oid': '699f09235708d297d23cc944'}}, {'questionIndex': 3, 'finalSelectedScore': 3, 'totalTimeSpent': 2407, 'clickEvents': [{'score': 3, 'timestamp': 1269, '_id': {'$oid': '699f09235708d297d23cc947'}}], '_id': {'$oid': '699f09235708d297d23cc946'}}, {'questionIndex': 4, 'finalSelectedScore': 3, 'totalTimeSpent': 2369, 'clickEvents': [{'score': 3, 'timestamp': 1278, '_id': {'$oid': '699f09235708d297d23cc949'}}], '_id': {'$oid': '699f09235708d297d23cc948'}}, {'questionIndex': 5, 'finalSelectedScore': 3, 'totalTimeSpent': 2390, 'clickEvents': [{'score': 3, 'timestamp': 1356, '_id': {'$oid': '699f09235708d297d23cc94b'}}], '_id': {'$oid': '699f09235708d297d23cc94a'}}, {'questionIndex': 6, 'finalSelectedScore': 3, 'totalTimeSpent': 2701, 'clickEvents': [{'score': 3, 'timestamp': 1670, '_id': {'$oid': '699f09235708d297d23cc94d'}}], '_id': {'$oid': '699f09235708d297d23cc94c'}}, {'questionIndex': 7, 'finalSelectedScore': 3, 'totalTimeSpent': 2594, 'clickEvents': [{'score': 3, 'timestamp': 1235, '_id': {'$oid': '699f09235708d297d23cc94f'}}], '_id': {'$oid': '699f09235708d297d23cc94e'}}]",0,699f09235708d297d23cc93f,2026-02-25T14:37:23.948Z
